flight_number,airline,origin,destination,date,departure,arrival,class,seat_no,attribute,seat_price,status,pnr,ticket_number
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14A,Window,12050000,available,,
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14B,Middle,11900000,occupied,PBUBYC,7389482045180
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14C,Middle,11900000,occupied,7GYG21,7386193734904
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14D,Aisle,12050000,occupied,SUXD1F,7385770616209
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14E,Middle,11900000,occupied,4IJ27H,7383503429674
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14F,Aisle,12050000,available,,
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14G,Aisle,12050000,occupied,X83H9P,7381280102217
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14J,Aisle,12050000,occupied,5WCK8W,7382003945761
VN302,Vietnam Airlines,Hồ Chí Minh,Tokyo,2026-04-17,09:15,16:45,premium,14K,Window,12050000,occupied,6S8670,7386563303194
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,10A,Window,1650000,occupied,DNBOGK,7383275101407
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,10B,Middle,1500000,occupied,DM6PV4,7383300151228
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,10C,Aisle,1650000,occupied,99U6YV,7386881753430
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,10D,Aisle,1650000,occupied,06ENCG,7381296493375
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,10E,Middle,1500000,occupied,HCPUZI,7389697797587
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,10F,Window,1650000,occupied,LXNW9V,7389350521002
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,11A,Window,1650000,occupied,FBTD5I,7381181887185
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,11B,Middle,1500000,occupied,SMW5H0,7387716322391
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,11C,Aisle,1650000,occupied,Z46NLG,7383396557253
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,11D,Aisle,1650000,occupied,YOCPNS,7380187991426
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,11E,Middle,1500000,occupied,VMERTD,7389500723083
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,11F,Window,1650000,occupied,E94DL9,7388790211725
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,12A,Window,1650000,occupied,M4ECI1,7383632218536
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,12B,Middle,1500000,occupied,09KR0M,7389951231328
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,12C,Aisle,1650000,occupied,X6MSP4,7385059164265
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,12D,Aisle,1650000,occupied,X8YM4Z,7380537496323
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,12E,Middle,1500000,occupied,JLVACG,7387845844750
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,12F,Window,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,13A,Window,1650000,occupied,R6CCYU,7387273114837
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,13B,Middle,1500000,occupied,WDU0OZ,7388315115567
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,13C,Aisle,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,13D,Aisle,1650000,occupied,ZZVTIO,7382556673042
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,13E,Middle,1500000,occupied,TWSIAQ,7381621450164
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,13F,Window,1650000,occupied,EIOMHM,7385426232816
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,14A,Window,1650000,occupied,Y5L131,7381284532615
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,14B,Middle,1500000,occupied,8N5WFV,7386249997503
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,14C,Aisle,1650000,occupied,QVTHZ1,7381769913575
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,14D,Aisle,1650000,occupied,Z1MVWO,7386794106981
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,14E,Middle,1500000,occupied,F9D67Q,7387749498408
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,14F,Window,1650000,occupied,N0IK37,7387217731924
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,15A,Window,1650000,occupied,NOOWU3,7389473829894
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,15B,Middle,1500000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,15C,Aisle,1650000,occupied,G5PB8I,7383493837875
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,15D,Aisle,1650000,occupied,8GZKAX,7388151876075
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,15E,Middle,1500000,occupied,XMCQPL,7381248820599
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,15F,Window,1650000,occupied,DPU2TB,7383972015176
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,16A,Window,1650000,occupied,O6ON6O,7385506845035
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,16B,Middle,1500000,occupied,GIL3MY,7384027790166
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,16C,Aisle,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,16D,Aisle,1650000,occupied,ZDM2KQ,7381529908207
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,16E,Middle,1500000,occupied,LM5HYS,7383779748421
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,16F,Window,1650000,occupied,WTW4DN,7389794398179
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,17A,Window,1650000,occupied,F4XVL5,7387040781125
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,17B,Middle,1500000,occupied,JUB6K5,7387880282105
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,17C,Aisle,1650000,occupied,RTZHZO,7389927197436
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,17D,Aisle,1650000,occupied,M4J6H8,7386502105177
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,17E,Middle,1500000,occupied,0YV5VH,7386743301092
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,17F,Window,1650000,occupied,ZHZPCI,7384357193222
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,18A,Window,1650000,occupied,SM6QZR,7387951273256
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,18B,Middle,1500000,occupied,5SO9S4,7380955401290
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,18C,Aisle,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,18D,Aisle,1650000,occupied,6O3ISW,7385508493506
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,18E,Middle,1500000,occupied,LGILX4,7381793384825
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,18F,Window,1650000,occupied,AH1EDB,7385197178212
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,19A,Window,1650000,occupied,Y6A4L2,7388311191308
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,19B,Middle,1500000,occupied,9E39IZ,7382470805722
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,19C,Aisle,1650000,occupied,C2OVOP,7387108259183
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,19D,Aisle,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,19E,Middle,1500000,occupied,752A84,7387277423697
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,19F,Window,1650000,occupied,N12UZI,7384109540067
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,20A,Window,1650000,occupied,MBSNE0,7385417189082
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,20B,Middle,1500000,occupied,W0ODHV,7382923280323
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,20C,Aisle,1650000,occupied,GFLF1K,7389961957031
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,20D,Aisle,1650000,occupied,B5MFML,7387923637095
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,20E,Middle,1500000,occupied,VFPMR1,7382869407690
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,20F,Window,1650000,occupied,O9Z8SY,7382929857458
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,21A,Window,1650000,occupied,48THLY,7384567249182
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,21B,Middle,1500000,occupied,JMJD24,7382377256778
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,21C,Aisle,1650000,occupied,LKP3R4,7381725298514
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,21D,Aisle,1650000,occupied,6M8ZIT,7389000362468
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,21E,Middle,1500000,occupied,QB37NE,7385307410561
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,21F,Window,1650000,occupied,K4RJKS,7382248353080
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,22A,Window,1650000,occupied,9IMVXT,7381889545383
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,22B,Middle,1500000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,22C,Aisle,1650000,occupied,W181A3,7385548879713
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,22D,Aisle,1650000,occupied,337N5V,7380504716897
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,22E,Middle,1500000,occupied,ZQ7DA7,7384680833248
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,22F,Window,1650000,occupied,N2EWZ9,7387297442653
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,23A,Window,1650000,occupied,2BX9U5,7386163302285
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,23B,Middle,1500000,occupied,KOFDJM,7387457959439
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,23C,Aisle,1650000,occupied,BHSL1B,7382875960809
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,23D,Aisle,1650000,occupied,IOA69V,7388451936965
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,23E,Middle,1500000,occupied,Y6RX26,7386230259037
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,23F,Window,1650000,occupied,CF1IJ1,7386754645876
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,24A,Window,1650000,occupied,ZZ32JJ,7386171106978
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,24B,Middle,1500000,occupied,9IA8K2,7386537608037
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,24C,Aisle,1650000,occupied,MP1PX0,7389546144635
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,24D,Aisle,1650000,occupied,3BB22F,7388062607760
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,24E,Middle,1500000,occupied,1BW5OU,7387047949329
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,24F,Window,1650000,occupied,ITLDYU,7382351275267
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,25A,Window,1650000,occupied,SMZ6TR,7387175862989
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,25B,Middle,1500000,occupied,VP6GIU,7388472269978
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,25C,Aisle,1650000,occupied,DM49E5,7383571150588
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,25D,Aisle,1650000,occupied,ETX524,7383337492841
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,25E,Middle,1500000,occupied,YJNL9E,7382986907284
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,25F,Window,1650000,occupied,EEQFW0,7387305343118
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,26A,Window,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,26B,Middle,1500000,occupied,KRZ5JJ,7389345039597
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,26C,Aisle,1650000,occupied,UZNWU3,7386366157245
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,26D,Aisle,1650000,occupied,MW0LZ7,7389810195541
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,26E,Middle,1500000,occupied,OKYWAR,7380093449976
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,26F,Window,1650000,occupied,BF8S8V,7389411847663
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,27A,Window,1650000,occupied,Y2Q0O6,7388046226893
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,27B,Middle,1500000,occupied,1AWZ3K,7385452052598
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,27C,Aisle,1650000,occupied,GP0VGD,7387075040944
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,27D,Aisle,1650000,occupied,4UJ231,7380524990223
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,27E,Middle,1500000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,27F,Window,1650000,occupied,FG2L2G,7387427709406
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,28A,Window,1650000,occupied,5KIXMP,7380096732080
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,28B,Middle,1500000,occupied,2NRTDG,7383568245091
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,28C,Aisle,1650000,occupied,5IF155,7385960189165
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,28D,Aisle,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,28E,Middle,1500000,occupied,2P5AU1,7388278936874
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,28F,Window,1650000,occupied,KYVDXJ,7389595296268
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,29A,Window,1650000,occupied,0VB108,7387802521912
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,29B,Middle,1500000,occupied,T0KFBM,7388377698868
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,29C,Aisle,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,29D,Aisle,1650000,occupied,G7LS2S,7386672404299
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,29E,Middle,1500000,occupied,H07XH3,7388293695042
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,29F,Window,1650000,occupied,EN4TGN,7385286503624
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,30A,Window,1650000,occupied,SCEOPW,7382913486976
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,30B,Middle,1500000,occupied,33X169,7384563081349
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,30C,Aisle,1650000,occupied,VID4W8,7385080248865
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,30D,Aisle,1650000,occupied,PBKISC,7382670529905
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,30E,Middle,1500000,occupied,KFQJ9C,7385147447095
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,30F,Window,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,31A,Window,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,31B,Middle,1500000,occupied,I67Y7A,7389522825679
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,31C,Aisle,1650000,occupied,NNMGRV,7388354808051
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,31D,Aisle,1650000,occupied,50T4I3,7389138507610
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,31E,Middle,1500000,occupied,KDDTJH,7382574906701
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,31F,Window,1650000,occupied,RTXVK9,7386075741757
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,32A,Window,1650000,occupied,D4KRYM,7380770294343
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,32B,Middle,1500000,occupied,IADTPL,7383914467992
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,32C,Aisle,1650000,occupied,WO5KLV,7389148781137
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,32D,Aisle,1650000,occupied,MYE166,7388646421392
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,32E,Middle,1500000,occupied,JXNKXT,7388059153159
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,32F,Window,1650000,occupied,2RL6SO,7382062570351
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,33A,Window,1650000,occupied,X9J4IC,7384293848652
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,33B,Middle,1500000,occupied,GUICJ4,7389075488686
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,33C,Aisle,1650000,occupied,ZU2TYI,7386527917125
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,33D,Aisle,1650000,occupied,TVDIOX,7389183047124
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,33E,Middle,1500000,occupied,IB5WA6,7384654519846
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,33F,Window,1650000,occupied,VO304W,7381783214573
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,34A,Window,1650000,occupied,SECRDU,7386215364451
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,34B,Middle,1500000,occupied,Q9CRZS,7380636811535
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,34C,Aisle,1650000,occupied,6GL4BY,7389404611521
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,34D,Aisle,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,34E,Middle,1500000,occupied,0SF942,7384341237635
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,34F,Window,1650000,available,,
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,35A,Window,1650000,occupied,HHLL59,7385368274945
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,35B,Middle,1500000,occupied,EHAHPZ,7385222024297
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,35C,Aisle,1650000,occupied,X3E59H,7383302685069
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,35D,Aisle,1650000,occupied,UR078R,7380121308038
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,35E,Middle,1500000,occupied,6QJYFL,7380151340813
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,35F,Window,1650000,occupied,MUVZ3O,7389920006757
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,36A,Window,1650000,occupied,KLQU68,7384866111022
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,36B,Middle,1500000,occupied,Y5KJ1W,7380745437315
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,36C,Aisle,1650000,occupied,BR8X8A,7382673309502
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,36D,Aisle,1650000,occupied,TE0HIY,7388003505922
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,36E,Middle,1500000,occupied,CCMX1P,7383560580226
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,36F,Window,1650000,occupied,IPLVTV,7384864012073
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,37A,Window,1650000,occupied,M3K46A,7382062281447
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,37B,Middle,1500000,occupied,YOWJYQ,7387477932645
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,37C,Aisle,1650000,occupied,1LWCUY,7386541079510
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,37D,Aisle,1650000,occupied,VD88NL,7386370769880
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,37E,Middle,1500000,occupied,XTBXCY,7383718922241
VN162,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,08:00,09:20,economy,37F,Window,1650000,occupied,W4V64E,7383189688490
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,1A,Window,4250000,occupied,0XT663,7381850694099
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,1C,Aisle,4250000,occupied,QO4U4E,7386761593901
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,1D,Aisle,4250000,occupied,L6IIEY,7386522427260
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,1F,Window,4250000,occupied,SCNTLZ,7385835906896
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,2A,Window,4250000,occupied,GXDJK1,7382208327368
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,2C,Aisle,4250000,available,,
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,2D,Aisle,4250000,available,,
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,2F,Window,4250000,occupied,TFO7Q6,7384077585571
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,3A,Window,4250000,occupied,RIIRE3,7382850234171
VN188,Vietnam Airlines,Đà Nẵng,Hà Nội,2026-04-12,11:30,12:50,business,3C,Aisle,4250000,occupied,2BPIRK,7381321090909
